name,price,location,ac,air_panas,kamar_mandi_dalam,parkir,dispenser,kulkas,kursi,lemari,meja,parkir_mobil,ruang_tamu,shower,tv,wastafel,wifi,cctv,swimming_pool,kasur_bed_springbed,amenity_count,premium_count,amenity_density,has_private_bath_ac,luxury_score,is_luxury,location_tier,location_enc
Kos Murah Kuta Bali,850000,badung,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,0.2777777777777778,1,1,0,2,1
KOS Elite Exclusive di Kerobokan antara Seminyak dan Canggu,3000000,badung,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
Seminyak bali disewakan kamar / room for rent,2400000,badung,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,8,6,0.4444444444444444,1,5,1,2,1
Kost Uluwatu Stay Tipe Suite South Kuta Badung,3500000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
"Kost Eksklusif Kuta Utara, Dalung dekat Canggu",1450000,badung,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,14,7,0.7777777777777778,1,5,1,2,1
Rumah Kos di Nusa Dua,2000000,badung,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,4,0.3333333333333333,1,2,0,2,1
Kos murah dituban kuta dekat bandara,1600000,badung,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,8,5,0.4444444444444444,1,3,0,2,1
KOST ELITE TAMAN TIRTA AYU (Tipe B),3200000,badung,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,9,5,0.5,1,3,0,2,1
Kost komplit atena seminyak bali,2200000,badung,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,6,0.3888888888888889,1,5,1,2,1
Menerima Kost,1500000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Kost Grand Kesambi Private Residence Kuta Utara Badung,6000000,badung,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,9,5,0.5,1,3,0,2,1
Kost bersih,1700000,badung,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.2222222222222222,1,2,0,2,1
PONDOK MESARI (Tipe B),3500000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
Kost Surf Doggie Inn Tipe Ac Kuta Badung,5000000,badung,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
Kost The Murai Kuta Kuta Selatan Badung,3000001,badung,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,11,5,0.6111111111111112,1,3,0,2,1
Kos2an baru!,2000000,badung,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,12,6,0.6666666666666666,1,4,1,2,1
"kos harian,mingguan,bulanan di kuta bali",2000000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0.16666666666666666,0,1,0,2,1
OYO 393 Ara Inn Bed And Breakfast,5000000,badung,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,7,4,0.3888888888888889,1,3,0,2,1
"Sewa harian,mingguan dan bulanan",6000000,badung,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,2,1
Kost Villa Almic Ungadas Single Kuta Selatan Badung,3000000,badung,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,8,5,0.4444444444444444,1,3,0,2,1
BAHTERA GUEST HOUSE,3500000,badung,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,6,0.3333333333333333,1,4,1,2,1
Kost lengkap Murah Dekat Canggu Dalung,1550000,badung,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,14,7,0.7777777777777778,1,5,1,2,1
Kos Ratu Seminyak (Suite),1500000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,7,0.4444444444444444,1,5,1,2,1
Kost Kubu Sunset Kuta Badung,1950000,badung,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,8,4,0.4444444444444444,1,2,0,2,1
KOST Dewi Nusa Dua (Tipe B),1150000,badung,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,2,0.2777777777777778,0,1,0,2,1
Davanka Home Stay (Bangunan Baru),3000000,badung,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,10,7,0.5555555555555556,1,5,1,2,1
kost dewisri Kuta,3000000,badung,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,11,7,0.6111111111111112,1,5,1,2,1
Kost Loji Kuta Badung Bali,2500000,badung,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,4,0.3333333333333333,1,3,0,2,1
Kos Kosan Elit,2200000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Kos dekat Unud di taman griya jimbaran,600000,badung,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,3,0.3333333333333333,1,1,0,2,1
Kost Exclusive Kresna Impian Residence Canggu-Seminyak (Tipe B),1650000,badung,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,15,7,0.8333333333333334,1,5,1,2,1
Kost elite dekat Kerobokan Seminyak,3000000,badung,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,0.2222222222222222,1,2,0,2,1
Kost Kosongan daerah Ungasan - Kuta selatan,800000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
"Room for rent monthly, yearly in Kediri Tuban Bali",1600000,badung,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Pardita Exclusive Kost Jimbaran (Eksklusif),2200000,badung,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,2,1
Kost Melanting Corner Tipe A Kuta Utara Badung,4500000,badung,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,4,0.3333333333333333,1,2,0,2,1
KUBU RANGGA HOUSE PRIME LOCATION SUNSET ROAD (Bangunan Baru),4150000,badung,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,14,7,0.7777777777777778,1,5,1,2,1
Kost Green Padang Luwih Executive Kuta Utara Badung (Tipe B),2050000,badung,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,8,3,0.4444444444444444,1,1,0,2,1
OYO 1755 De'balcon Accomodation,2500000,badung,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,7,4,0.3888888888888889,1,3,0,2,1
Kost The Moon Exclusive Executive Kuta Badung,5000000,badung,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
Kost The W Sandat Vip Sofa 1 Kuta Selatan Badung,3300000,badung,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,9,5,0.5,1,3,0,2,1
Pondok kastara (Tipe B),1650000,badung,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,6,0.3888888888888889,1,4,1,2,1
"Kos Fasilitas Lengkap Dekat Hotel Berbintang Kawasan ITDC, N (Tipe B)",1300000,badung,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Kost Mutiara Kuta Selatan Badung,2800000,badung,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,10,5,0.5555555555555556,1,3,0,2,1
"Kos Fasilitas Lengkap Dekat Hotel Berbintang Kawasan ITDC, N (Suite)",1300000,badung,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Kos Bali: Kuta Three,2500000,badung,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,6,4,0.3333333333333333,1,2,0,2,1
"Kos Fasilitas Lengkap Tanjung Benoa, Nusa Dua, BALI Kawasan (Promo)",1300000,badung,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Kos Ratu Seminyak (Tipe B),1550000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,7,0.4444444444444444,1,5,1,2,1
Kost Gede Ciputra Tipe B Kuta Selatan Badung,2500000,badung,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,13,6,0.7222222222222222,1,4,1,2,1
BENGAWAN SOLO Bali,2500000,badung,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.2222222222222222,1,2,0,2,1
Kost Dream Jimbaran Kuta Selatan Badung (Suite),3950000,badung,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,14,6,0.7777777777777778,1,4,1,2,1
Kost Raya Legian Bali,4500000,badung,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,11,8,0.6111111111111112,1,6,1,2,1
Ciputra-House Jimbaran kost fasilitas lengkap & nyaman,2000000,badung,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,2,1
Kost Jt Tipe Prime Kuta Selatan Badung,3500000,badung,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,9,5,0.5,1,3,0,2,1
Kost Pondok Adnyana 1 Tipe Single Bed Kuta Selatan Badung,2200000,badung,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,8,4,0.4444444444444444,1,2,0,2,1
KOST NUSA DUA. TANJUNG BENOA,2000000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Canggu Residence Monthly Rental and Guest House,5000000,badung,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,10,6,0.5555555555555556,1,4,1,2,1
Alamanda Residence,1700000,badung,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,2,1
Kost Arisma Mezanine Kuta Badung,2995000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,9,6,0.5,1,4,1,2,1
Savira kost,1100000,badung,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,9,6,0.5,1,4,1,2,1
Kost MD Living Jimbaran Balcony Room Kuta Selatan Badung,2600000,badung,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,8,4,0.4444444444444444,1,2,0,2,1
Kost Mulia Harum Standar Kuta Selatan Badung,4000000,badung,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,13,7,0.7222222222222222,1,5,1,2,1
"Kos Fasilitas Lengkap Jl. Pratama, Tanjung Benoa ITDC Nusa D",1200000,badung,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,10,5,0.5555555555555556,1,3,0,2,1
Sri Home,1500000,badung,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,2,1
Kost Permai 15 Tipe A Kuta Badung,2300000,badung,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,7,3,0.3888888888888889,1,1,0,2,1
Kost MD Living III Jimbaran Standart Kuta Selatan Badung (Promo),3050000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Kost kamar besar jimbaran,2500000,badung,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,2,1
Kost Teras Harta Kuta Utara Badung (Bangunan Baru),3600000,badung,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,13,7,0.7222222222222222,1,5,1,2,1
Kost Bali Duta Wisata Beach Inn Tipe A Kuta Badung,1800000,badung,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,7,2,0.3888888888888889,0,0,0,2,1
Kost Jt Tipe Standard Kuta Selatan Badung,2700000,badung,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,8,5,0.4444444444444444,1,3,0,2,1
Yellow Guest House Bali (Suite),1800000,badung,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,9,6,0.5,1,4,1,2,1
Lily Asri Kost,3060000,badung,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,12,6,0.6666666666666666,1,4,1,2,1
Kost Komplit Di Kunti Seminyak Bali (Suite),2800000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,8,7,0.4444444444444444,1,6,1,2,1
kost MADE (Tipe B),700000,badung,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.1111111111111111,0,0,0,2,1
Kos kosan lengkap (Bangunan Baru),3400000,badung,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,8,8,0.4444444444444444,1,6,1,2,1
Kost Teras Harta Kuta Utara Badung (Bangunan Baru),3400000,badung,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,13,7,0.7222222222222222,1,5,1,2,1
Kost Uluwatu Stay 2BR Family Room Kuta Selatan Badung,4000000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
Kost Kusuma Tipe A2 Kuta Selatan Badung,1850000,badung,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,10,5,0.5555555555555556,1,3,0,2,1
OYO 1372 Yandra Guest House,2000000,badung,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,2,1
Kost Harian/bulan di Glogor Carik dekat Kuta,3000000,badung,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,8,6,0.4444444444444444,1,4,1,2,1
Kost Geweka Guest House Tipe A Kuta Selatan Badung,3000000,badung,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,9,5,0.5,1,3,0,2,1
Kost Pondok Cemara Kedonganan Kuta Badung (Tipe B),2550000,badung,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
SEWA KOST KELUARGA DI DALUNG,1200000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Kost murah jimbaran (Promo),750000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0.16666666666666666,0,1,0,2,1
Jimbaran Lestari Residence,2500000,badung,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,9,7,0.5,1,5,1,2,1
Yellow Guest House Bali,2000000,badung,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,9,6,0.5,1,4,1,2,1
Hopy House at Bhineka Jati Jaya 1,2600000,badung,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,8,6,0.4444444444444444,1,4,1,2,1
"Kos Fasilitas Lengkap Tanjung Benoa, Nusa Dua, BALI Kawasan",1200000,badung,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
PONDOK MESARI,3500000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
Kost Lengkap Sunset Road Seminyak,1700000,badung,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,13,7,0.7222222222222222,1,5,1,2,1
Kost Padonan Kuta Utara Badung,3000000,badung,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
kos glogor carig,2000000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
Kost Pondok Cemara Kedonganan Kuta Badung,2500000,badung,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
KUBU RANGGA HOUSE PRIME LOCATION SUNSET ROAD,4000000,badung,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,14,7,0.7777777777777778,1,5,1,2,1
KOST ELITE TAMAN TIRTA AYU (Tipe B),3150000,badung,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,9,5,0.5,1,3,0,2,1
DIsewakan Kos 2 kamar 1 rumah,5000000,badung,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,3,0.3333333333333333,1,2,0,2,1
Kost The Aulia Stay Kuta Selatan Badung,2500000,badung,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Kost MD Living III Jimbaran Deluxe Room Kuta Selatan Badung,3300000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Kost kos elite kuta tuban airport bali (Tipe B),2550000,badung,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,14,7,0.7777777777777778,1,5,1,2,1
Kost murah nyaman,2500000,badung,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,2,1
Sewa kost bulanan eksklusif kuta beach (Tipe B),3250000,badung,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,5,0.3333333333333333,1,4,1,2,1
Kost Green Karang Sari Kuta Badung,2190000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Sewa Kamar Kost Pondok Ari,1500000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
KOST DI CANGGU DEKAT PANTAI (Suite),4550000,badung,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,10,7,0.5555555555555556,1,5,1,2,1
Kos Pria Wanita Campur Jimbaran Kuta Selatan Bali` (Bangunan Baru),2500000,badung,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,13,8,0.7222222222222222,1,6,1,2,1
Kost Green Karang Sari Kuta Badung (Bangunan Baru),2250000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Sewa kost bulanan eksklusif kuta beach,3500000,badung,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,5,0.3333333333333333,1,4,1,2,1
Kost EXCLUSIVE jimbaran dekat kampus unud (Eksklusif),2200000,badung,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,10,6,0.5555555555555556,1,4,1,2,1
Disewakan Rumah kost harian /bulanan Kalimas Residence,2750000,badung,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,12,7,0.6666666666666666,1,5,1,2,1
Umah Bukit House,4000000,badung,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,2,1
Kost Koku Tipe Executive Kuta Badung (Eksklusif),4300000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
Lempinis kost,650000,badung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,1
Beranda Kost,850000,badung,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.1111111111111111,0,0,0,2,1
Umah Bukit House (Suite),4100000,badung,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,2,1
Kost Rumah Kita Kuta Executive Kuta Badung (Promo),2150000,badung,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,7,3,0.3888888888888889,1,1,0,2,1
"Kost Elit, Nyaman di Nusadua & Jimbaran Area",3300000,badung,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Terima Kost Di JIMBARAN. harian/mingguan/bulanan (FULL FURNI,1300000,badung,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,9,7,0.5,1,5,1,2,1
OYO 1741 Komala Indah Cottages (Bangunan Baru),4150000,badung,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,7,4,0.3888888888888889,1,3,0,2,1
KOST ELITE TAMAN TIRTA AYU,3500000,badung,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,9,5,0.5,1,3,0,2,1
Kost Geweka Guest House Tipe A Kuta Selatan Badung (Bangunan Baru),3000000,badung,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,9,5,0.5,1,3,0,2,1
Umah Bukit House (Eksklusif),3800000,badung,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,2,1
Kost EXCLUSIVE jimbaran dekat kampus unud,2500000,badung,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,10,6,0.5555555555555556,1,4,1,2,1
Kost Omah 9 Kuta Utara Badung (Suite),3400000,badung,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
KOST BALI GILI RESIDENCE PELITA,2000000,badung,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,11,6,0.6111111111111112,1,4,1,2,1
Kost di Nusa Dua dekat STTp,1000000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0.2222222222222222,0,1,0,2,1
Pondok kastara,1800000,badung,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,6,0.3888888888888889,1,4,1,2,1
Kost A8 Jl Goa Gong Ungasan Kuta Selatan Badung,1900000,badung,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,12,7,0.6666666666666666,1,5,1,2,1
Kos nyaman murah bali,600000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
kost MADE,800000,badung,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.1111111111111111,0,0,0,2,1
Beranda Kost (Eksklusif),800000,badung,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.1111111111111111,0,0,0,2,1
Kost A8 Jl Goa Gong Ungasan Kuta Selatan Badung (Promo),1850000,badung,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,12,7,0.6666666666666666,1,5,1,2,1
FEEL HOME WHEN YOU'RE AWAY FROM HOME (Suite),1100000,badung,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0.2777777777777778,1,2,0,2,1
Kost Green Padang Luwih Executive Kuta Utara Badung (Eksklusif),2050000,badung,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,8,3,0.4444444444444444,1,1,0,2,1
Kost kos elite kuta tuban airport bali,2250000,badung,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,14,7,0.7777777777777778,1,5,1,2,1
kos dekat bandara I Gusti Ngurah Rai (Eksklusif),950000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
FEEL HOME WHEN YOU'RE AWAY FROM HOME,1000000,badung,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0.2777777777777778,1,2,0,2,1
Pardita Exclusive Kost Jimbaran,2000000,badung,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,2,1
Kost Koku Tipe Executive Kuta Badung,4500000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
G7 Residence,1500000,badung,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,2,1
"Kos Fasilitas Lengkap Dekat Hotel Berbintang Kawasan ITDC, N",1200000,badung,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Kost Exclusive Kresna Impian Residence Canggu-Seminyak,1800000,badung,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,15,7,0.8333333333333334,1,5,1,2,1
Kost fasilitas lengkap (Eksklusif),1350000,badung,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,4,0.3333333333333333,1,2,0,2,1
Kos kosan lengkap,3500000,badung,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,8,8,0.4444444444444444,1,6,1,2,1
Kost MS Guesthouse UNUD 1 VIP Kuta Selatan Badung,2900000,badung,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,8,4,0.4444444444444444,1,2,0,2,1
Kost Green Padang Luwih Executive Kuta Utara Badung,2090000,badung,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,8,3,0.4444444444444444,1,1,0,2,1
Kost Majapahit Kuta Badung,3500000,badung,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
Kost Tuban Kuta Area,2500000,badung,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,8,6,0.4444444444444444,1,4,1,2,1
OYO 1741 Komala Indah Cottages,4000000,badung,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,7,4,0.3888888888888889,1,3,0,2,1
Kost Senja Kuta Badung,2495000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Kost Dream Jimbaran Kuta Selatan Badung,4500000,badung,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,14,6,0.7777777777777778,1,4,1,2,1
Kos Pria Wanita Campur Jimbaran Kuta Selatan Bali`,2800000,badung,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,13,8,0.7222222222222222,1,6,1,2,1
Kost Omah 9 Kuta Utara Badung,3000000,badung,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
Kost Candra II Kuta Selatan Badung,2000000,badung,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,12,5,0.6666666666666666,1,3,0,2,1
Kost Tepi Sawah Golden House Vip Kuta Utara Badung,3000000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,2,1
Kost D Bali Kuta Selatan Badung,2500000,badung,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,13,7,0.7222222222222222,1,5,1,2,1
Kos Ratu Seminyak,1700000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,7,0.4444444444444444,1,5,1,2,1
"Jepun House - Kos nyaman di Kuta, dekat Pantai Batubelig (Bangunan Baru)",3650000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,7,0.4444444444444444,1,5,1,2,1
